filenames,result,result2,result3,nnpens,nepens,eepens
graph_0,2610.338339037808,2432.147430178798,2253.956521319788,1126.978260659894,1126.978260659894,356.38181771801993
graph_1,1840.4969192881535,1276.7765351269677,713.056150965782,356.528075482891,356.528075482891,1127.4407683223717
graph_2,1206.8066465444895,971.284604162826,735.7625617811625,356.38181771802,379.38074406314246,471.044084763327
graph_3,1138.3664191375915,960.1510296963453,781.9356402550991,356.4307788824924,425.50486137260674,356.4307788824924
graph_4,1651.147176294257,1281.9164067754318,912.6856372566067,356.43429757691143,556.2513396796953,738.4615390376504
graph_5,2963.7049881059074,2609.8435330173793,2255.982077928851,1127.9910389644256,1127.9910389644256,707.7229101770562
graph_6,1150.1854568941767,931.4886067996894,712.791756705202,356.395878352601,356.395878352601,437.3937001889747
graph_7,2305.053569225317,1741.247938522747,1177.4423078201773,356.5819901295759,820.8603176906014,1127.6112614051394
graph_8,1828.7120886622438,1492.322530124983,1155.9329715877218,357.07870749515337,798.8542640925684,672.7791170745221
graph_9,1843.7896832993672,1341.508355678658,839.2270280579487,356.417073407318,482.8099546506307,1004.5626552414185
graph_10,1467.3077889796964,1109.0840261991268,750.8602634185575,356.398304471879,394.46195894667846,716.4475255611388
graph_11,2116.9038962575924,1553.2355539631503,989.5672116687082,356.49516131637154,633.0720503523366,1127.3366845888843
graph_12,2228.652574160899,1718.0388583739332,1207.4251425869675,356.38181771801993,851.0433248689476,1021.2274315739314
graph_13,2808.999265956875,2533.4526699759244,2257.906073994973,1128.9530369974866,1128.9530369974866,551.0931919619022
graph_14,1799.659075431703,1418.0141402885324,1036.369205145362,356.7916696737446,679.5775354716175,763.2898702863409
graph_15,1317.108487669083,1023.1917955383533,729.2751034076236,356.3925326322829,372.88257077534075,587.8333842614594
graph_16,1629.2400161002843,1379.2008285750046,1129.161641049725,356.8137358359125,772.3479052138125,500.07837505055943
graph_17,2412.7261328286477,2234.1379598709996,2055.549786913351,1016.7594102906294,1038.7903766227216,357.17634591529674
graph_18,1555.4189322584036,1134.0912838472218,712.7636354360399,356.38181771801993,356.38181771801993,842.6552968223638
graph_19,1199.275551322596,963.2249933672887,727.1744354119814,356.40244833111643,370.77198708086496,472.1011159106144
graph_20,2520.905600118327,2038.234586690107,1555.5635732618869,585.0825516477603,970.4810216141266,965.3420268564405
graph_21,2045.3914333241632,1650.716581046606,1256.041728769049,356.59114934942255,899.4505794196265,789.349704555114
graph_22,1199.7735690405273,967.0371655109709,734.3007619814144,356.4115473044492,377.88921467696525,465.4728070591128
graph_23,2216.324039268634,1732.8539459611966,1249.383852653759,356.6074890579699,892.7763635957891,966.9401866148748
graph_24,2092.6539658229167,1711.0259834867443,1329.3980011505716,371.0657784152697,958.332222735302,763.255964672345
graph_25,1887.978214647624,1398.5248696059741,909.0715245643241,356.38181771801993,552.6897068463041,978.9066900833
graph_26,2054.762283986784,1516.3893367361816,978.0163894855791,356.5644163824225,621.4519731031567,1076.745894501205
graph_27,1381.1327587729847,1084.6796527765232,788.2265467800617,356.38181771801993,431.8447290620417,592.906211992923
graph_28,1625.6883749747176,1247.9415146629308,870.1946543511438,356.4393038681078,513.755350483036,755.4937206235738
graph_29,1439.9838339085343,1096.2144125735617,752.444991238589,356.38181771801993,396.063173520569,687.5388426699453
graph_30,1714.7381940479106,1379.8654765788278,1044.9927591097453,359.5535101627328,685.4392489470126,669.7454349381653
graph_31,1607.7708257178533,1405.1239036346642,1202.4769815514753,417.1467774113397,785.3302041401356,405.2938441663779
graph_32,1369.4126488077607,1128.2014217083022,886.9901946088438,356.48657492498796,530.5036196838558,482.42245419891685
graph_33,1993.0975916851075,1779.9623329343185,1566.8270741835295,712.8858648580048,853.9412093255248,426.2705175015782
graph_34,1198.1018113820796,972.7352882400226,747.3687650979655,356.38181771801993,390.9869473799456,450.73304628411404
graph_35,1370.2638915185496,1183.814620636238,997.3653497539262,356.63788351523175,640.7274662386944,372.89854176462336
graph_36,2478.29807075637,2250.975582574644,2023.6530943929174,1014.3736830496264,1009.2794113432911,454.644976363453
graph_37,1761.6932693995032,1252.589652200549,743.4860350015947,356.4286565607241,387.0573784408706,1018.2072343979083
graph_38,1714.3323357196618,1306.1469597354878,897.9615837513139,356.5378720324509,541.423711718863,816.3707519683478
graph_39,1524.6117439074196,1230.5712002555265,936.5306566036334,356.44929381543284,580.0813627882005,588.0810873037863
graph_40,1382.9308094962705,1204.2040430406912,1025.477276585112,357.45353291115856,668.0237436739534,357.45353291115856
graph_41,1828.9895778921084,1468.9294955052414,1108.8694131183745,381.7382242672292,727.1311888511453,720.1201647737339
graph_42,1512.8437815779484,1162.1917229553078,811.5396643326674,356.4543120822429,455.08535225042453,701.3041172452811
graph_43,1425.4413247171842,1175.7816183977143,926.1219120782446,356.38181771801993,569.7400943602247,499.3194126389396
graph_44,2109.9515100882,1836.072435079396,1562.193360070592,607.5730089955723,954.6203510750197,547.7581500176079
graph_45,1678.5712699634123,1425.206444080135,1171.8416181968578,405.8455239188343,765.9960942780234,506.7296517665545
graph_46,2792.251086093552,2529.458340605266,2266.6655951169796,1133.3327975584898,1133.3327975584898,525.5854909765726
graph_47,1414.7017419834742,1063.7574824603641,712.8132229372538,356.4066114686269,356.4066114686269,701.8885190462205
graph_48,1897.4379172122394,1333.8449788373741,770.2520404625092,356.44747169029796,413.8045687722112,1127.1858767497301
graph_49,1286.03656144198,1073.6695861561518,861.3026108703235,356.4836399128586,504.8189709574649,424.7339505716564
graph_50,2243.5816265719377,1844.6429730895043,1445.7043196070708,563.6532983688644,882.0510212382064,797.8773069648669
graph_51,2848.6564827927687,2557.5349658980767,2266.4134490033844,1133.2067245016922,1133.2067245016922,582.2430337893843
graph_52,2193.2273768541727,1892.4508839891653,1591.6743911241579,644.2351748615694,947.4392162625884,601.5529857300147
graph_53,1542.0129307495,1202.2161775133522,862.4194242772044,356.485284333549,505.9341399436554,679.5935064722956
graph_54,1842.0495466891293,1527.0391665917418,1212.0287864943546,431.55259964592,780.4761868484346,630.0207601947748
graph_55,2375.8667705193566,2035.002397802962,1694.1380250865673,770.4961931881489,923.6418318984182,681.7287454327894
graph_56,1433.0318670218794,1146.452758479992,859.8736499381048,356.468358785256,503.40529115284875,573.1582170837745
graph_57,1508.1105059343113,1162.7248311620451,817.3391563897792,356.38181771802,460.95733867175915,690.7713495445321
graph_58,1878.4958485179272,1455.6789310025697,1032.8620134872124,361.99700002088485,670.8650134663276,845.6338350307149
graph_59,1797.4274536992334,1372.8122919901257,948.197130281018,356.38181771801993,591.815312562998,849.2303234182154
graph_60,1724.7392058081248,1485.8559354989866,1246.9726651898486,449.96206564944555,797.010599540403,477.76654061827617
graph_61,1268.980088912405,990.8804579825958,712.7808270527864,356.3904135263932,356.3904135263932,556.1992618596187
graph_62,2049.700992407692,1553.9856732356704,1058.2703540636487,366.8808902720472,691.3894637916014,991.4306383440435
graph_63,2044.3772232122653,1551.219217317348,1058.061211422431,365.182150683483,692.8790607389478,986.3160117898344
graph_64,1184.0926866250968,1005.9017777660869,827.7108689070769,356.38181771801993,471.329051189057,356.38181771801993
graph_65,1360.81650667019,1173.2121257129797,985.6077447557694,356.6056521876943,629.0020925680751,375.20876191442045
graph_66,1780.3905493046732,1351.4422627216295,922.493976138586,356.5430192275248,565.9509569110613,857.896573166087
graph_67,2072.9498231536227,1509.189958084949,945.4300930162751,356.5530454012414,588.8770476150338,1127.5197301373476
graph_68,1716.4187402299362,1400.8760234748768,1085.3333067198173,369.6130340526094,715.720272667208,631.085433510119
graph_69,1503.4438539368512,1162.4585025069302,821.4731510770091,356.38181771802,465.0913333589891,681.9707028598422
graph_70,1441.1838985345526,1179.319837833175,917.4557771317972,356.61233137412603,560.8434457576711,523.7281214027555
graph_71,1902.5385986664103,1540.2335807285676,1177.9285627907252,356.63127054395807,821.2972922467673,724.6100358756851
graph_72,1686.4079563656671,1246.2992767971405,806.1905972286137,356.43898178727113,449.75161544134255,880.2173591370534
graph_73,1846.878370665828,1378.0463411908293,909.2143117158306,356.5978321442286,552.616479571602,937.6640589499974
graph_74,2215.58129183155,1934.1516779845206,1652.722064137491,634.5254338180159,1018.1966303194752,562.859227694059
graph_75,1780.3248643944012,1273.7914300123628,767.2579956303243,356.53533726742603,410.72265836289836,1013.066868764077
graph_76,3278.131117260489,2713.0157287587776,2147.9003402570656,1082.3014348733332,1065.5989053837325,1130.2307770034238
graph_77,1614.4175253880421,1226.0289917010482,837.6404580140545,356.38181771802,481.25864029603457,776.7770673739875
graph_78,2339.254896357642,2112.416967612254,1885.579038866866,807.6599885522215,1077.9190503146444,453.67585749077585
graph_79,2133.980784891703,1683.5845680049024,1233.1883511181018,362.74572809039677,870.4426230277049,900.7924337736014
graph_80,1082.7846790043793,904.5604298320611,726.3361806597428,356.44849834463656,369.88768231510625,356.44849834463656
graph_81,1681.129372533986,1312.0404951774995,942.9516178210131,356.50304790170884,586.4485699193042,738.177754712973
graph_82,1481.0678909088067,1272.4763203004518,1063.8847496920969,356.5470174015607,707.3377322905362,417.1831412167099
graph_83,1873.9937354824056,1494.1655556405588,1114.337375798712,356.38181771801993,757.955558080692,759.6563596836936
graph_84,2730.3931045320887,2287.978591111227,1845.564077690366,830.2631788279274,1015.3008988624385,884.8290268417226
graph_85,1296.746376013557,1046.9274070276495,797.108438041742,356.59773057540525,440.5107074663368,499.6379379718149
graph_86,2953.710248001115,2603.8333846604514,2253.956521319788,1126.978260659894,1126.978260659894,699.7537266813268
graph_87,1381.3060932755661,1047.034864355803,712.7636354360399,356.38181771801993,356.38181771801993,668.5424578395263
graph_88,1507.261995360277,1119.97613109228,732.6902668242825,356.40327274955285,376.28699407472965,774.5717285359947
graph_89,1361.8326358737088,1088.678306383392,815.5239768930753,356.440920971647,459.08305592142835,546.3086589806335
graph_90,1441.253113503199,1109.007294268457,776.761475033715,356.38181771802,420.379657315695,664.4916384694841
graph_91,1508.0905710424381,1288.3588058877258,1068.6270407330135,356.7471234826815,711.879917250332,439.4635303094247
graph_92,2179.875035583866,1616.2200478059842,1052.5650600281024,356.48671517849533,696.0783448496071,1127.3099755557637
graph_93,2026.4668699825506,1706.7725097339894,1387.078149485428,533.7675926130443,853.3105568723837,639.3887204971227
graph_94,1149.1739244863911,941.1400613290742,733.1061981717572,356.4633854186633,376.64281275309395,416.06772631463394
graph_95,2059.51918053382,1674.4451048331875,1289.371029132555,462.6205138392526,826.7505152933022,770.1481514012652
graph_96,1610.0675584866322,1270.5166135705103,930.9656686543885,356.38181771802,574.5838509363685,679.1018898322437
graph_97,1776.1670741651824,1412.7391609425918,1049.311247720001,356.53148338751674,692.7797643324841,726.8558264451815
graph_98,1563.7969554305437,1160.7887231089505,757.7804907873572,356.4335389518448,401.3469518355123,806.0164646431866
graph_99,1680.8957638003644,1336.8908652226803,992.8859666449961,356.5125877398069,636.3733789051892,688.0097971553685
graph_100,2917.9137887222746,2585.9351550210313,2253.956521319788,1126.978260659894,1126.978260659894,663.9572674024867
graph_101,1555.3130436973458,1245.031183402299,934.7493231072519,356.38181771801993,578.3675053892321,620.5637205900939
graph_102,1618.4404503234525,1294.6287705114053,970.817090699358,356.7219343949002,614.0951563044579,647.6233596240945
graph_103,1593.6114315808347,1283.0028798415356,972.3943281022364,356.51924817966534,615.8750799225711,621.2171034785983
graph_104,1353.8870912535356,1156.0835444910495,958.2799977285634,356.6378181346429,601.6421795939206,395.6070935249722
graph_105,1582.4848838146202,1147.62425962533,712.7636354360399,356.38181771801993,356.38181771801993,869.7212483785803
graph_106,1563.7539691740128,1213.391238408246,863.0285076424789,356.58372087261307,506.44478676986574,700.7254615315339
graph_107,1244.7905483122454,1066.4643634200063,888.1381785277674,356.65236978447786,531.4858087432896,356.65236978447786
graph_108,1536.6116776020858,1264.9813648078232,993.3510520135607,356.38181771802,636.9692342955407,543.260625588525
graph_109,2232.7227354245624,1873.8572686266612,1514.9918018287594,594.3355115615652,920.6562902671941,717.7309335958032
graph_110,1762.9372579328608,1462.5093561935619,1162.0814544542632,356.5543602368289,805.5270942174343,600.8558034785976
graph_111,1282.5646423908083,1075.2496376855418,867.9346329802754,356.4624688452919,511.47216413498353,414.6300094105328
graph_112,1440.5543763779492,1093.0717690953927,745.5891618128363,356.38181771801993,389.2073440948164,694.9652145651129
graph_113,2416.6629446415905,1958.4397211579321,1500.2164976742736,579.9305627462609,920.2859349280127,916.4464469673169
graph_114,1725.5113586624561,1344.6756782633881,963.8399978643204,356.38181771801993,607.4581801463004,761.6713607981357
graph_115,2186.5002476977006,1750.3463575125747,1314.1924673274489,429.34802971681023,884.8444376106386,872.3077803702519
graph_116,1721.329818836538,1295.9924081213098,870.6549974060817,356.40600074303296,514.2489966630487,850.6748214304563
graph_117,2325.105684656559,1761.6165543266118,1198.1274239966647,368.8311304528185,829.2962935438461,1126.9782606598942
graph_118,1753.1105492680445,1392.0350059771815,1030.9594626863188,356.6440852790707,674.3153774072482,722.1510865817255
graph_119,1703.3988918546966,1450.7210619036098,1198.0432319525228,356.78062550876143,841.2626064437613,505.35565990217384
graph_120,2876.688128310909,2565.3223248153486,2253.956521319788,1126.978260659894,1126.978260659894,622.7316069911211
graph_121,1688.4783691288255,1255.467565816648,822.4567625044701,356.38181771801993,466.07494478645026,866.0216066243554
graph_122,2188.814897925248,1836.774626837827,1484.7343557504064,526.4296509980021,958.3047047524044,704.0805421748413
graph_123,2543.86533004806,2283.1088373512302,2022.3523446543998,960.9742251424229,1061.3781195119768,521.5129853936605
graph_124,1406.432629342742,1083.8547238948602,761.2768184469782,356.38181771801993,404.8950007289582,645.1558108957639
graph_125,1267.4627643669455,990.1131999014926,712.7636354360399,356.38181771801993,356.38181771801993,554.6991289309057
graph_126,1726.7528741432689,1519.2974483953274,1311.8420226473856,423.76654607336974,888.075476574016,414.9108514958833
graph_127,1432.4506740515355,1254.1075512442808,1075.7644284370258,356.6862456145098,719.0781828225159,356.6862456145098
graph_128,1994.985562813816,1590.50193382232,1186.0183048308245,365.9433428829905,820.0749619478339,808.9672579829914
graph_129,1579.6581415060987,1311.1594587301638,1042.660775954229,356.487388773526,686.1733871807029,536.9973655518697
graph_130,1972.0776628989086,1730.5293582344275,1488.9810535699462,599.5801037900079,889.4009497799382,483.09660932896236
graph_131,2567.1294284102396,2343.469566732251,2119.8097050542633,984.7951718358687,1135.0145332183947,447.3197233559761
graph_132,1799.013635134536,1465.1608753435119,1131.3081155524878,364.04819498101375,767.259920571474,667.7055195820479
graph_133,1989.3189137212605,1611.246510851763,1233.1741079822655,397.6479567545101,835.5261512277553,756.144805738995
graph_134,2035.0306776929206,1543.3969391275455,1051.7632005621701,363.9363896125463,687.8268109496239,983.2674771307504
graph_135,1635.5852129164355,1305.0373094768613,974.4894060372872,356.38181771801993,618.1075883192673,661.0958068791482
graph_136,1533.8279412502716,1269.6642902234855,1005.5006391966995,356.59944185466355,648.901197342036,528.3273020535722
graph_137,1919.1313834240689,1487.2428259226767,1055.3542684212848,356.634649057668,698.7196193636167,863.7771150027841
graph_138,1501.4175002734205,1108.3385947208485,715.2596891682767,356.41355171767555,358.8461374506012,786.1578111051438
graph_139,2760.4095499342275,2478.6881978628876,2196.966845791548,1133.370947015313,1063.5958987762351,563.4427041426791
graph_140,1777.659372412549,1509.7689988937855,1241.8786253750222,475.0701161018112,766.808509273211,535.7807470375267
graph_141,2032.681872894735,1533.497361385327,1034.3128498759188,356.746902798111,677.5659470778077,998.3690230188164
graph_142,2130.0113812005766,1850.1494471448068,1570.2875130890366,622.3952351622296,947.8922779268069,559.7238681115402
graph_143,2006.5182634295893,1756.7631387538495,1507.0080140781097,636.922992256443,870.0850218216666,499.51024935147973
graph_144,2129.4154290092665,1596.7106201984293,1064.0058113875916,356.63635778755906,707.3694536000326,1065.4096176216751
graph_145,1069.6456038359088,891.3713365299241,713.0970692239392,356.5485346119696,356.5485346119696,356.5485346119696
graph_146,1953.1683714365101,1475.914634668839,998.6608979011679,356.38181771802,642.2790801831479,954.5074735353422
graph_147,2154.052669366539,1589.2561782104813,1024.4596870544237,357.20866530485773,667.2510217495659,1129.5929823121153
graph_148,2634.2684053191015,2367.876944713671,2101.4854841082406,1038.0629222153618,1063.4225618928788,532.7829212108606
graph_149,1526.8666050047618,1175.3251937957623,823.7837825867628,356.4533136527946,467.33046893396823,703.0828224179992
graph_150,1839.741896095934,1276.2527657659869,712.7636354360399,356.38181771801993,356.38181771801993,1126.978260659894
graph_151,1744.084896061907,1495.2935229161428,1246.5021497703785,405.27025677815897,841.2318929922196,497.5827462915286
graph_152,1104.9156585920641,917.2933968104539,729.6711350288435,356.4534347530066,373.21770027583693,375.2445235632207
graph_153,2774.7875236558,2517.821824675268,2260.8561256947355,1130.4280628473678,1130.4280628473678,513.9313979610648
graph_154,1989.4289892841916,1506.3626851368767,1023.2963809895618,356.38181771801993,666.914563271542,966.1326082946298
graph_155,1786.5950607536574,1508.9455213374013,1231.295981921145,416.73357158580274,814.5624103353423,555.2990788325124
graph_156,1543.0683771468885,1143.358738113634,743.6490990803799,356.40592253005207,387.2431765503278,799.4192780665085
graph_157,1666.8941993751228,1415.656822527701,1164.4194456802793,357.00759141341297,807.4118542668663,502.4747536948435
graph_158,1980.3977845557406,1801.9119378615426,1623.4260911673446,678.6902759348586,944.7358152324861,356.9716933883959
graph_159,1984.4075729434667,1557.6505964556613,1130.893619967856,356.6113046893294,774.2823152785265,853.5139529756106
graph_160,1778.9772957401601,1371.3599119090593,963.7425280779585,356.38181771801993,607.3607103599386,815.2347676622016
graph_161,1969.4885456992627,1643.126269929202,1316.7639941591415,453.12438952955927,863.6396046295823,652.7245515401212
graph_162,1646.274435132952,1290.9901933681895,935.7059516034267,356.38181771801993,579.3241338854067,710.5684835295255
graph_163,1774.1164032354359,1472.4157124543424,1170.715021673249,356.38181771801993,814.3332039552291,603.4013815621867
graph_164,1517.910839513017,1292.8337957643628,1067.7567520157086,356.38181771801993,711.3749342976887,450.15408749730847
graph_165,1727.4123713932709,1372.0971133962457,1016.7818553992206,356.38181771801993,660.4000376812007,710.6305159940503
graph_166,1594.6481557028044,1312.9603957117079,1031.272635720611,356.38181771801993,674.8908180025912,563.3755199821933
graph_167,2483.317583272577,2294.6053164842733,2105.8930496959692,1061.700362726696,1044.1926869692734,377.4245335766077
graph_168,1687.3884511753495,1418.1487194418796,1148.9089877084095,363.42067256987656,785.488315138533,538.47946346694
graph_169,1442.8583437392024,1081.622598974513,720.3868542098239,356.41289162327445,363.97396258654953,722.4714895293785
graph_170,1392.835398313665,1188.4371519488323,984.0389055839995,356.9760432389485,627.062862345051,408.79649272966554
graph_171,1894.59160572671,1410.4881383785764,926.3846710304426,356.38181771801993,570.0028533124226,968.2069346962674
graph_172,2035.424149239348,1665.0765778076807,1294.7290063760133,450.31967729851294,844.4093290775003,740.6951428633348
graph_173,1639.061570444253,1334.9832418518934,1030.9049132595337,357.76426441890084,673.1406488406328,608.1566571847194
graph_174,2091.596807841939,1560.5836302109105,1029.570452579882,356.38181771801993,673.1886348618619,1062.026355262057
graph_175,2473.585610986083,2079.297310499904,1685.0090100137254,667.7002563312731,1017.3087536824522,788.5766009723576
graph_176,2038.8931501341933,1768.2067637231985,1497.520377312204,605.3930856140641,892.1272916981397,541.3727728219894
graph_177,2020.9207734440606,1639.3174439502059,1257.7141144563511,449.9399974608268,807.7741169955242,763.2066589877094
graph_178,1727.406714615411,1239.2793472882263,751.1519799610414,356.38181771801993,394.77016224302156,976.2547346543695
graph_179,1827.936241289508,1549.9820731706543,1272.0279050518009,475.26379048482283,796.764114566978,555.908336237707
graph_180,1445.9449415429485,1079.3542884894941,712.7636354360399,356.38181771801993,356.38181771801993,733.1813061069088
graph_181,1591.9097516768798,1182.8429369316764,773.7761221864728,356.38181771801993,417.39430446845284,818.1336294904071
graph_182,2948.1274995454382,2605.64354227135,2263.159584997261,1131.5797924986305,1131.5797924986305,684.9679145481774
graph_183,2679.528877836394,2343.310237251224,2007.0915966660543,887.919603349781,1119.1719933162733,672.4372811703392
graph_184,2222.8646082353844,1659.375477905437,1095.8863475754902,363.96679236958477,731.9195552059053,1126.978260659894
graph_185,1395.8856516198348,1115.977583468255,836.0695153166755,356.38181771801993,479.68769759865563,559.8161363031593
graph_186,1635.5801753087253,1259.0758820673473,882.5715888259695,356.48715596561425,526.0844328603552,753.0085864827558
graph_187,1519.0076662728143,1135.459269865094,751.910873457374,356.4291671391754,395.4817063181987,767.0967928154403
graph_188,1412.8112849526758,1234.2188760222566,1055.6264670918372,359.6800128540773,695.94645423776,357.1848178608386
graph_189,2696.262732715166,2340.649335223558,1985.03593773195,878.5789955849432,1106.4569421470069,711.2267949832155
graph_190,1954.1452604786077,1390.5038949580198,826.862529437432,356.478099706511,470.38442973092106,1127.2827310411758
graph_191,2036.224998868574,1513.8115027031154,991.398006537657,356.5510980259097,634.8469085117473,1044.826992330917
graph_192,1620.6870549620774,1249.787710545757,878.8883661294367,356.7356480866274,522.1527180428093,741.7986888326407
graph_193,1435.8252435838112,1257.1005108518555,1078.3757781199,368.1215846493474,710.2541934705524,357.4494654639113
graph_194,2019.6845199312302,1608.3974227999727,1197.1103256687152,417.3136025398172,779.7967231288981,822.574194262515
graph_195,1450.752798021566,1201.7465063225068,952.7402146234475,356.51706113316436,596.2231534902832,498.01258339811835
graph_196,1379.9564412757795,1102.5241692413304,825.0918972068812,356.5924482596653,468.4994489472159,554.8645440688983
graph_197,1554.7545511938536,1287.449493349939,1020.1444355060246,356.38181771801993,663.7626177880047,534.610115687829
graph_198,1658.2025190586369,1185.4830772473383,712.7636354360399,356.38181771801993,356.38181771801993,945.4388836225969
graph_199,2877.299566834784,2567.234363498778,2257.1691601627717,1128.5845800813859,1128.5845800813859,620.1304066720123